,Unnamed: 0,userName,score,at,content,sentiment_label,lower_content,clean_content,tokenized,stemmed,removed_stopwords,replace_slang,final
498,498,Rizki Naufal Hidayat,1,2024-02-01 15:45:31,"mau daftar saja harus kirim kode ke email udh dicoba beberapa kali malah ga masuk² kodenya,diperbaikin lgi dah",0,"mau daftar saja harus kirim kode ke email udh dicoba beberapa kali malah ga masuk² kodenya,diperbaikin lgi dah",mau daftar saja harus kirim kode ke email udh dicoba beberapa kali malah ga masuk  kodenya diperbaikin lgi dah,"['mau', 'daftar', 'saja', 'harus', 'kirim', 'kode', 'ke', 'email', 'udh', 'dicoba', 'beberapa', 'kali', 'malah', 'ga', 'masuk', 'kodenya', 'diperbaikin', 'lgi', 'dah']","['mau', 'daftar', 'saja', 'harus', 'kirim', 'kode', 'ke', 'email', 'udh', 'coba', 'beberapa', 'kali', 'malah', 'ga', 'masuk', 'kode', 'diperbaikin', 'lgi', 'dah']","['daftar', 'kirim', 'kode', 'email', 'udh', 'coba', 'kali', 'ga', 'masuk', 'kode', 'diperbaikin', 'dah']","['daftar', 'kirim', 'kode', 'email', 'sudah', 'coba', 'kali', 'tidak', 'masuk', 'kode', 'diperbaikin', 'deh']",daftar kirim kode email sudah coba kali tidak masuk kode diperbaikin deh
499,499,Kamaludin,1,2024-02-01 14:40:17,"Untuk pertama kali oke dan sekarang ngirim otpnya ga bisa², pdhal sinyal bagus? Tolong dong di perbaiki lagi. Karna kan apk ini syarat utama bikin skck",0,"untuk pertama kali oke dan sekarang ngirim otpnya ga bisa², pdhal sinyal bagus? tolong dong di perbaiki lagi. karna kan apk ini syarat utama bikin skck",untuk pertama kali oke dan sekarang ngirim otpnya ga bisa   pdhal sinyal bagus  tolong dong di perbaiki lagi  karna kan apk ini syarat utama bikin skck,"['untuk', 'pertama', 'kali', 'oke', 'dan', 'sekarang', 'ngirim', 'otpnya', 'ga', 'bisa', 'pdhal', 'sinyal', 'bagus', 'tolong', 'dong', 'di', 'perbaiki', 'lagi', 'karna', 'kan', 'apk', 'ini', 'syarat', 'utama', 'bikin', 'skck']","['untuk', 'pertama', 'kali', 'oke', 'dan', 'sekarang', 'ngirim', 'otpnya', 'ga', 'bisa', 'pdhal', 'sinyal', 'bagus', 'tolong', 'dong', 'di', 'baik', 'lagi', 'karna', 'kan', 'apk', 'ini', 'syarat', 'utama', 'bikin', 'skck']","['kali', 'oke', 'ngirim', 'otpnya', 'ga', 'pdhal', 'sinyal', 'bagus', 'tolong', 'karna', 'apk', 'syarat', 'utama', 'bikin']","['kali', 'oke', 'mengirim', 'otp', 'tidak', 'padahal', 'sinyal', 'bagus', 'tolong', 'karena', 'aplikasi', 'syarat', 'utama', 'bikin']",kali oke mengirim otp tidak padahal sinyal bagus tolong karena aplikasi syarat utama bikin
500,500,rezyes ruxca,1,2024-02-01 14:32:34,Nggak bisa daftar ke app,0,nggak bisa daftar ke app,nggak bisa daftar ke app,"['nggak', 'bisa', 'daftar', 'ke', 'app']","['nggak', 'bisa', 'daftar', 'ke', 'app']","['nggak', 'daftar', 'app']","['tidak', 'daftar', 'apa']",tidak daftar apa
501,501,M Lukman Al Hakim,1,2024-02-01 14:20:15,Sngat tdk bermanfaat sm skali Udh download mlah gk bisa registrasi 🥱,0,sngat tdk bermanfaat sm skali udh download mlah gk bisa registrasi 🥱,sngat tdk bermanfaat sm skali udh download mlah gk bisa registrasi  ,"['sngat', 'tdk', 'bermanfaat', 'sm', 'skali', 'udh', 'download', 'mlah', 'gk', 'bisa', 'registrasi']","['sngat', 'tdk', 'manfaat', 'sm', 'skali', 'udh', 'download', 'mlah', 'gk', 'bisa', 'registrasi']","['sngat', 'tdk', 'manfaat', 'sm', 'skali', 'udh', 'download', 'mlah', 'gk', 'registrasi']","['sngat', 'tidak', 'manfaat', 'sama', 'sangat', 'sudah', 'unduh', 'malah', 'tidak', 'daftar']",sngat tidak manfaat sama sangat sudah unduh malah tidak daftar
502,502,Enak Aja,1,2024-02-01 13:42:21,Pengiriman otpnya lama sekali bisa 2 jam sendiri edan,0,pengiriman otpnya lama sekali bisa 2 jam sendiri edan,pengiriman otpnya lama sekali bisa   jam sendiri edan,"['pengiriman', 'otpnya', 'lama', 'sekali', 'bisa', 'jam', 'sendiri', 'edan']","['kirim', 'otpnya', 'lama', 'sekali', 'bisa', 'jam', 'sendiri', 'edan']","['kirim', 'otpnya', 'edan']","['kirim', 'otp', 'edan']",kirim otp edan
503,503,Suhaimi 11,1,2024-02-01 13:38:09,"Pihak polres tidak mau pembayaran online karna ngurus klaim nya lama, tapi sudah terlanjur bayar",0,"pihak polres tidak mau pembayaran online karna ngurus klaim nya lama, tapi sudah terlanjur bayar",pihak polres tidak mau pembayaran online karna ngurus klaim nya lama  tapi sudah terlanjur bayar,"['pihak', 'polres', 'tidak', 'mau', 'pembayaran', 'online', 'karna', 'ngurus', 'klaim', 'nya', 'lama', 'tapi', 'sudah', 'terlanjur', 'bayar']","['pihak', 'polres', 'tidak', 'mau', 'bayar', 'online', 'karna', 'ngurus', 'klaim', 'nya', 'lama', 'tapi', 'sudah', 'lanjur', 'bayar']","['tidak', 'bayar', 'online', 'karna', 'ngurus', 'klaim', 'lanjur', 'bayar']","['tidak', 'bayar', 'online', 'karena', 'mengurus', 'klaim', 'lanjur', 'bayar']",tidak bayar online karena mengurus klaim lanjur bayar
504,504,Izat,1,2024-02-01 13:24:33,"Apk nya lemot banget, lebih nyaman pakek web cepet",0,"apk nya lemot banget, lebih nyaman pakek web cepet",apk nya lemot banget  lebih nyaman pakek web cepet,"['apk', 'nya', 'lemot', 'banget', 'lebih', 'nyaman', 'pakek', 'web', 'cepet']","['apk', 'nya', 'lemot', 'banget', 'lebih', 'nyaman', 'pakek', 'web', 'cepet']","['apk', 'lemot', 'banget', 'nyaman', 'pakek', 'web', 'cepet']","['aplikasi', 'lambat', 'banget', 'nyaman', 'pakai', 'web', 'cepat']",aplikasi lambat banget nyaman pakai web cepat
505,505,fachri akmal,1,2024-02-01 13:08:51,Error mulu.,0,error mulu.,error mulu ,"['error', 'mulu']","['error', 'mulu']","['error', 'mulu']","['gangguan', 'mulu']",gangguan mulu
506,506,Ikal Fauzi,1,2024-02-01 12:52:45,kok polda riau saya di jakarta ngk bisa pilihan lgi,0,kok polda riau saya di jakarta ngk bisa pilihan lgi,kok polda riau saya di jakarta ngk bisa pilihan lgi,"['kok', 'polda', 'riau', 'saya', 'di', 'jakarta', 'ngk', 'bisa', 'pilihan', 'lgi']","['kok', 'polda', 'riau', 'saya', 'di', 'jakarta', 'ngk', 'bisa', 'pilih', 'lgi']","['ngk', 'pilih']","['tidak', 'pilih']",tidak pilih
507,507,Pingi Jozs,1,2024-02-01 12:51:54,"pengiriman kode aktivasi selalu telat sampai waktu habis, sehingga registrasi akun gagal terus",0,"pengiriman kode aktivasi selalu telat sampai waktu habis, sehingga registrasi akun gagal terus",pengiriman kode aktivasi selalu telat sampai waktu habis  sehingga registrasi akun gagal terus,"['pengiriman', 'kode', 'aktivasi', 'selalu', 'telat', 'sampai', 'waktu', 'habis', 'sehingga', 'registrasi', 'akun', 'gagal', 'terus']","['kirim', 'kode', 'aktivasi', 'selalu', 'telat', 'sampai', 'waktu', 'habis', 'sehingga', 'registrasi', 'akun', 'gagal', 'terus']","['kirim', 'kode', 'aktivasi', 'telat', 'habis', 'registrasi', 'akun', 'gagal']","['kirim', 'kode', 'aktivasi', 'telat', 'habis', 'daftar', 'akun', 'gagal']",kirim kode aktivasi telat habis daftar akun gagal
508,508,Anwar Nastion,1,2024-02-01 12:51:13,Aplikasi ga fungsi.. Pemerintah maunya apa sih,0,aplikasi ga fungsi.. pemerintah maunya apa sih,aplikasi ga fungsi   pemerintah maunya apa sih,"['aplikasi', 'ga', 'fungsi', 'pemerintah', 'maunya', 'apa', 'sih']","['aplikasi', 'ga', 'fungsi', 'perintah', 'mau', 'apa', 'sih']","['aplikasi', 'ga', 'fungsi', 'perintah']","['aplikasi', 'tidak', 'fungsi', 'perintah']",aplikasi tidak fungsi perintah
509,509,Kagusd_ traga,1,2024-02-01 12:19:20,"Kode verifikasi saat daftar sangat lambat, yang dikirim ke email tidak bisa di masukan",0,"kode verifikasi saat daftar sangat lambat, yang dikirim ke email tidak bisa di masukan",kode verifikasi saat daftar sangat lambat  yang dikirim ke email tidak bisa di masukan,"['kode', 'verifikasi', 'saat', 'daftar', 'sangat', 'lambat', 'yang', 'dikirim', 'ke', 'email', 'tidak', 'bisa', 'di', 'masukan']","['kode', 'verifikasi', 'saat', 'daftar', 'sangat', 'lambat', 'yang', 'kirim', 'ke', 'email', 'tidak', 'bisa', 'di', 'masuk']","['kode', 'verifikasi', 'daftar', 'lambat', 'kirim', 'email', 'tidak', 'masuk']","['kode', 'verifikasi', 'daftar', 'lambat', 'kirim', 'email', 'tidak', 'masuk']",kode verifikasi daftar lambat kirim email tidak masuk
510,510,Marza Yulia Herdina,1,2024-02-01 11:58:12,"Beberapa kali saya coba verifikasi email, tapi tidak menerima kode verifikasinya. Udah coba dengan 2 akun email, tapi kenapa tetap tidak ada pesan email yg masuk ya. Huhu...",0,"beberapa kali saya coba verifikasi email, tapi tidak menerima kode verifikasinya. udah coba dengan 2 akun email, tapi kenapa tetap tidak ada pesan email yg masuk ya. huhu...",beberapa kali saya coba verifikasi email  tapi tidak menerima kode verifikasinya  udah coba dengan   akun email  tapi kenapa tetap tidak ada pesan email yg masuk ya  huhu   ,"['beberapa', 'kali', 'saya', 'coba', 'verifikasi', 'email', 'tapi', 'tidak', 'menerima', 'kode', 'verifikasinya', 'udah', 'coba', 'dengan', 'akun', 'email', 'tapi', 'kenapa', 'tetap', 'tidak', 'ada', 'pesan', 'email', 'yg', 'masuk', 'ya', 'huhu']","['beberapa', 'kali', 'saya', 'coba', 'verifikasi', 'email', 'tapi', 'tidak', 'terima', 'kode', 'verifikasi', 'udah', 'coba', 'dengan', 'akun', 'email', 'tapi', 'kenapa', 'tetap', 'tidak', 'ada', 'pesan', 'email', 'yg', 'masuk', 'ya', 'huhu']","['kali', 'coba', 'verifikasi', 'email', 'tidak', 'terima', 'kode', 'verifikasi', 'udah', 'coba', 'akun', 'email', 'tidak', 'pesan', 'email', 'yg', 'masuk', 'ya']","['kali', 'coba', 'verifikasi', 'email', 'tidak', 'terima', 'kode', 'verifikasi', 'sudah', 'coba', 'akun', 'email', 'tidak', 'pesan', 'email', 'yang', 'masuk', 'ya']",kali coba verifikasi email tidak terima kode verifikasi sudah coba akun email tidak pesan email yang masuk ya
511,511,Ardi Tahir,1,2024-02-01 11:35:40,Tolong dong diperbaiki apk nya. Mau daftar tapi susah bangett.. ulang2 minta kode lewat email tetap juga tdk ada masuk sm skli. Sdh berulang2 di coba sama saja. Sdh dicek spam pun tdk ada.,0,tolong dong diperbaiki apk nya. mau daftar tapi susah bangett.. ulang2 minta kode lewat email tetap juga tdk ada masuk sm skli. sdh berulang2 di coba sama saja. sdh dicek spam pun tdk ada.,tolong dong diperbaiki apk nya  mau daftar tapi susah bangett   ulang  minta kode lewat email tetap juga tdk ada masuk sm skli  sdh berulang  di coba sama saja  sdh dicek spam pun tdk ada ,"['tolong', 'dong', 'diperbaiki', 'apk', 'nya', 'mau', 'daftar', 'tapi', 'susah', 'bangett', 'ulang', 'minta', 'kode', 'lewat', 'email', 'tetap', 'juga', 'tdk', 'ada', 'masuk', 'sm', 'skli', 'sdh', 'berulang', 'di', 'coba', 'sama', 'saja', 'sdh', 'dicek', 'spam', 'pun', 'tdk', 'ada']","['tolong', 'dong', 'baik', 'apk', 'nya', 'mau', 'daftar', 'tapi', 'susah', 'bangett', 'ulang', 'minta', 'kode', 'lewat', 'email', 'tetap', 'juga', 'tdk', 'ada', 'masuk', 'sm', 'skli', 'sdh', 'ulang', 'di', 'coba', 'sama', 'saja', 'sdh', 'cek', 'spam', 'pun', 'tdk', 'ada']","['tolong', 'apk', 'daftar', 'susah', 'bangett', 'ulang', 'kode', 'email', 'tdk', 'masuk', 'sm', 'skli', 'sdh', 'ulang', 'coba', 'sdh', 'cek', 'spam', 'tdk']","['tolong', 'aplikasi', 'daftar', 'sulit', 'banget', 'ulang', 'kode', 'email', 'tidak', 'masuk', 'sama', 'sangat', 'sudah', 'ulang', 'coba', 'sudah', 'cek', 'spam', 'tidak']",tolong aplikasi daftar sulit banget ulang kode email tidak masuk sama sangat sudah ulang coba sudah cek spam tidak
512,512,Abang sandi27,1,2024-02-01 11:05:59,"Malahan tidak di respon, pihak pelayanan masyarakat macam apa ini, bagus bicaranya saya tapi cara merespon tidak cepat, kurang percaya masyarakst dengan pihak aparat negara yang mengatas nama kan sebagai pelayanan masyarakat.👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",0,"malahan tidak di respon, pihak pelayanan masyarakat macam apa ini, bagus bicaranya saya tapi cara merespon tidak cepat, kurang percaya masyarakst dengan pihak aparat negara yang mengatas nama kan sebagai pelayanan masyarakat.👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",malahan tidak di respon  pihak pelayanan masyarakat macam apa ini  bagus bicaranya saya tapi cara merespon tidak cepat  kurang percaya masyarakst dengan pihak aparat negara yang mengatas nama kan sebagai pelayanan masyarakat                                   ,"['malahan', 'tidak', 'di', 'respon', 'pihak', 'pelayanan', 'masyarakat', 'macam', 'apa', 'ini', 'bagus', 'bicaranya', 'saya', 'tapi', 'cara', 'merespon', 'tidak', 'cepat', 'kurang', 'percaya', 'masyarakst', 'dengan', 'pihak', 'aparat', 'negara', 'yang', 'mengatas', 'nama', 'kan', 'sebagai', 'pelayanan', 'masyarakat']","['malah', 'tidak', 'di', 'respon', 'pihak', 'layan', 'masyarakat', 'macam', 'apa', 'ini', 'bagus', 'bicara', 'saya', 'tapi', 'cara', 'merespon', 'tidak', 'cepat', 'kurang', 'percaya', 'masyarakst', 'dengan', 'pihak', 'aparat', 'negara', 'yang', 'atas', 'nama', 'kan', 'bagai', 'layan', 'masyarakat']","['tidak', 'respon', 'layan', 'masyarakat', 'bagus', 'bicara', 'merespon', 'tidak', 'cepat', 'percaya', 'masyarakst', 'aparat', 'negara', 'nama', 'layan', 'masyarakat']","['tidak', 'respon', 'layan', 'masyarakat', 'bagus', 'bicara', 'merespon', 'tidak', 'cepat', 'percaya', 'masyarakat', 'aparat', 'negara', 'nama', 'layan', 'masyarakat']",tidak respon layan masyarakat bagus bicara merespon tidak cepat percaya masyarakat aparat negara nama layan masyarakat
513,513,Rifal Syaputra,1,2024-02-01 09:55:11,"Kalau emg gabisa bikin aplikasi mending gausah dibikin yaaah, Pengiriman KOTE OTP aja gabisa cepet, lambat, udh minta kode OTP berkali² ttp gabisa. Jujur, ini aplikasi layanan paling buruk dr kepolisian RI.",0,"kalau emg gabisa bikin aplikasi mending gausah dibikin yaaah, pengiriman kote otp aja gabisa cepet, lambat, udh minta kode otp berkali² ttp gabisa. jujur, ini aplikasi layanan paling buruk dr kepolisian ri.",kalau emg gabisa bikin aplikasi mending gausah dibikin yaaah  pengiriman kote otp aja gabisa cepet  lambat  udh minta kode otp berkali  ttp gabisa  jujur  ini aplikasi layanan paling buruk dr kepolisian ri ,"['kalau', 'emg', 'gabisa', 'bikin', 'aplikasi', 'mending', 'gausah', 'dibikin', 'yaaah', 'pengiriman', 'kote', 'otp', 'aja', 'gabisa', 'cepet', 'lambat', 'udh', 'minta', 'kode', 'otp', 'berkali', 'ttp', 'gabisa', 'jujur', 'ini', 'aplikasi', 'layanan', 'paling', 'buruk', 'dr', 'kepolisian', 'ri']","['kalau', 'emg', 'gabisa', 'bikin', 'aplikasi', 'mending', 'gausah', 'bikin', 'yaaah', 'kirim', 'kote', 'otp', 'aja', 'gabisa', 'cepet', 'lambat', 'udh', 'minta', 'kode', 'otp', 'kali', 'ttp', 'gabisa', 'jujur', 'ini', 'aplikasi', 'layan', 'paling', 'buruk', 'dr', 'polisi', 'ri']","['emg', 'gabisa', 'bikin', 'aplikasi', 'mending', 'gausah', 'bikin', 'yaaah', 'kirim', 'otp', 'aja', 'gabisa', 'cepet', 'lambat', 'udh', 'kode', 'otp', 'kali', 'ttp', 'gabisa', 'jujur', 'aplikasi', 'layan', 'buruk', 'dr']","['memang', 'tidak', 'bisa', 'bikin', 'aplikasi', 'mending', 'tidak', 'usah', 'bikin', 'ya', 'kirim', 'otp', 'saja', 'tidak', 'bisa', 'cepat', 'lambat', 'sudah', 'kode', 'otp', 'kali', 'tetap', 'tidak', 'bisa', 'jujur', 'aplikasi', 'layan', 'jelek', 'dari']",memang tidak bisa bikin aplikasi mending tidak usah bikin ya kirim otp saja tidak bisa cepat lambat sudah kode otp kali tetap tidak bisa jujur aplikasi layan jelek dari
514,514,Hambali Ali,1,2024-02-01 09:33:42,"Ini kenapa ya min Uda di coba berulang kali kode verifikasi pendaftaran email nya ga muncul"" dan ga masuk di email tolong atasi ini gimana saya mau daftar dan ngurus SKCK .",0,"ini kenapa ya min uda di coba berulang kali kode verifikasi pendaftaran email nya ga muncul"" dan ga masuk di email tolong atasi ini gimana saya mau daftar dan ngurus skck .",ini kenapa ya min uda di coba berulang kali kode verifikasi pendaftaran email nya ga muncul  dan ga masuk di email tolong atasi ini gimana saya mau daftar dan ngurus skck  ,"['ini', 'kenapa', 'ya', 'min', 'uda', 'di', 'coba', 'berulang', 'kali', 'kode', 'verifikasi', 'pendaftaran', 'email', 'nya', 'ga', 'muncul', 'dan', 'ga', 'masuk', 'di', 'email', 'tolong', 'atasi', 'ini', 'gimana', 'saya', 'mau', 'daftar', 'dan', 'ngurus', 'skck']","['ini', 'kenapa', 'ya', 'min', 'uda', 'di', 'coba', 'ulang', 'kali', 'kode', 'verifikasi', 'daftar', 'email', 'nya', 'ga', 'muncul', 'dan', 'ga', 'masuk', 'di', 'email', 'tolong', 'atas', 'ini', 'gimana', 'saya', 'mau', 'daftar', 'dan', 'ngurus', 'skck']","['ya', 'min', 'uda', 'coba', 'ulang', 'kali', 'kode', 'verifikasi', 'daftar', 'email', 'ga', 'muncul', 'ga', 'masuk', 'email', 'tolong', 'gimana', 'daftar', 'ngurus']","['ya', 'min', 'sudah', 'coba', 'ulang', 'kali', 'kode', 'verifikasi', 'daftar', 'email', 'tidak', 'muncul', 'tidak', 'masuk', 'email', 'tolong', 'bagaimana', 'daftar', 'mengurus']",ya min sudah coba ulang kali kode verifikasi daftar email tidak muncul tidak masuk email tolong bagaimana daftar mengurus
515,515,Dani,5,2024-02-01 09:06:46,"Apknya membantu banget, mudah digunakan juga, Apk ringan jadi ga makan banyak memori rekomen banget",1,"apknya membantu banget, mudah digunakan juga, apk ringan jadi ga makan banyak memori rekomen banget",apknya membantu banget  mudah digunakan juga  apk ringan jadi ga makan banyak memori rekomen banget,"['apknya', 'membantu', 'banget', 'mudah', 'digunakan', 'juga', 'apk', 'ringan', 'jadi', 'ga', 'makan', 'banyak', 'memori', 'rekomen', 'banget']","['apknya', 'bantu', 'banget', 'mudah', 'guna', 'juga', 'apk', 'ringan', 'jadi', 'ga', 'makan', 'banyak', 'memori', 'rekomen', 'banget']","['apknya', 'bantu', 'banget', 'mudah', 'apk', 'ringan', 'ga', 'makan', 'memori', 'rekomen', 'banget']","['aplikasi', 'bantu', 'banget', 'mudah', 'aplikasi', 'ringan', 'tidak', 'makan', 'memori', 'rekomendasi', 'banget']",aplikasi bantu banget mudah aplikasi ringan tidak makan memori rekomendasi banget
516,516,Irpan limbong,1,2024-02-01 08:13:27,"Minta kode verifikasi saja lamaaaa. Giliran masuk, kita input malah dibilang salah kode. Aneh.",0,"minta kode verifikasi saja lamaaaa. giliran masuk, kita input malah dibilang salah kode. aneh.",minta kode verifikasi saja lamaaaa  giliran masuk  kita input malah dibilang salah kode  aneh ,"['minta', 'kode', 'verifikasi', 'saja', 'lamaaaa', 'giliran', 'masuk', 'kita', 'input', 'malah', 'dibilang', 'salah', 'kode', 'aneh']","['minta', 'kode', 'verifikasi', 'saja', 'lamaaaa', 'gilir', 'masuk', 'kita', 'input', 'malah', 'bilang', 'salah', 'kode', 'aneh']","['kode', 'verifikasi', 'lamaaaa', 'gilir', 'masuk', 'input', 'bilang', 'salah', 'kode', 'aneh']","['kode', 'verifikasi', 'lama', 'gilir', 'masuk', 'input', 'bilang', 'salah', 'kode', 'aneh']",kode verifikasi lama gilir masuk input bilang salah kode aneh
517,517,Rani Riwayanto,1,2024-02-01 07:47:36,"Kode otp tidak terkirim jadi ga bisa urus ini-itu secara online. Memang lebih baik offline saja kalo gitu, nda usah pake online-online-an segala. Chat dengan helpdesk presisi pun cuma dijawab kendala teknis yang mempengaruhi kode otp. Harusnya kan tanggap menghadapi masalah. Udah, umninstall aja ini aplikasi",0,"kode otp tidak terkirim jadi ga bisa urus ini-itu secara online. memang lebih baik offline saja kalo gitu, nda usah pake online-online-an segala. chat dengan helpdesk presisi pun cuma dijawab kendala teknis yang mempengaruhi kode otp. harusnya kan tanggap menghadapi masalah. udah, umninstall aja ini aplikasi",kode otp tidak terkirim jadi ga bisa urus ini itu secara online  memang lebih baik offline saja kalo gitu  nda usah pake online online an segala  chat dengan helpdesk presisi pun cuma dijawab kendala teknis yang mempengaruhi kode otp  harusnya kan tanggap menghadapi masalah  udah  umninstall aja ini aplikasi,"['kode', 'otp', 'tidak', 'terkirim', 'jadi', 'ga', 'bisa', 'urus', 'ini', 'itu', 'secara', 'online', 'memang', 'lebih', 'baik', 'offline', 'saja', 'kalo', 'gitu', 'nda', 'usah', 'pake', 'online', 'online', 'an', 'segala', 'chat', 'dengan', 'helpdesk', 'presisi', 'pun', 'cuma', 'dijawab', 'kendala', 'teknis', 'yang', 'mempengaruhi', 'kode', 'otp', 'harusnya', 'kan', 'tanggap', 'menghadapi', 'masalah', 'udah', 'umninstall', 'aja', 'ini', 'aplikasi']","['kode', 'otp', 'tidak', 'kirim', 'jadi', 'ga', 'bisa', 'urus', 'ini', 'itu', 'cara', 'online', 'memang', 'lebih', 'baik', 'offline', 'saja', 'kalo', 'gitu', 'nda', 'usah', 'pake', 'online', 'online', 'an', 'segala', 'chat', 'dengan', 'helpdesk', 'presisi', 'pun', 'cuma', 'jawab', 'kendala', 'teknis', 'yang', 'pengaruh', 'kode', 'otp', 'harus', 'kan', 'tanggap', 'hadap', 'masalah', 'udah', 'umninstall', 'aja', 'ini', 'aplikasi']","['kode', 'otp', 'tidak', 'kirim', 'ga', 'urus', 'online', 'offline', 'kalo', 'gitu', 'nda', 'pake', 'online', 'online', 'chat', 'helpdesk', 'kendala', 'teknis', 'pengaruh', 'kode', 'otp', 'tanggap', 'hadap', 'udah', 'umninstall', 'aja', 'aplikasi']","['kode', 'otp', 'tidak', 'kirim', 'tidak', 'urus', 'online', 'offline', 'kalau', 'begitu', 'tidak', 'pakai', 'online', 'online', 'chat', 'helpdesk', 'kendala', 'teknis', 'pengaruh', 'kode', 'otp', 'tanggap', 'hadap', 'sudah', 'umninstal', 'saja', 'aplikasi']",kode otp tidak kirim tidak urus online offline kalau begitu tidak pakai online online chat helpdesk kendala teknis pengaruh kode otp tanggap hadap sudah umninstal saja aplikasi
518,518,Fajar Ramadhan,5,2024-02-01 07:15:13,"Aplikasinya keren, Sangat membantu masyarakat sekali",1,"aplikasinya keren, sangat membantu masyarakat sekali",aplikasinya keren  sangat membantu masyarakat sekali,"['aplikasinya', 'keren', 'sangat', 'membantu', 'masyarakat', 'sekali']","['aplikasi', 'keren', 'sangat', 'bantu', 'masyarakat', 'sekali']","['aplikasi', 'keren', 'bantu', 'masyarakat']","['aplikasi', 'keren', 'bantu', 'masyarakat']",aplikasi keren bantu masyarakat
519,519,Billy Maringan Nugraha,1,2024-02-01 06:43:07,"Mohon aplikasinya diperbaiki lagi, mau bikin akun gak bisa"". Gak ada masuk sama sekali kode otp di email.",0,"mohon aplikasinya diperbaiki lagi, mau bikin akun gak bisa"". gak ada masuk sama sekali kode otp di email.",mohon aplikasinya diperbaiki lagi  mau bikin akun gak bisa   gak ada masuk sama sekali kode otp di email ,"['mohon', 'aplikasinya', 'diperbaiki', 'lagi', 'mau', 'bikin', 'akun', 'gak', 'bisa', 'gak', 'ada', 'masuk', 'sama', 'sekali', 'kode', 'otp', 'di', 'email']","['mohon', 'aplikasi', 'baik', 'lagi', 'mau', 'bikin', 'akun', 'gak', 'bisa', 'gak', 'ada', 'masuk', 'sama', 'sekali', 'kode', 'otp', 'di', 'email']","['mohon', 'aplikasi', 'bikin', 'akun', 'gak', 'gak', 'masuk', 'kode', 'otp', 'email']","['mohon', 'aplikasi', 'bikin', 'akun', 'tidak', 'tidak', 'masuk', 'kode', 'otp', 'email']",mohon aplikasi bikin akun tidak tidak masuk kode otp email
520,520,Suheri Hutasoit,4,2024-02-01 06:42:54,Semoga semakin baik aplikasinya,2,semoga semakin baik aplikasinya,semoga semakin baik aplikasinya,"['semoga', 'semakin', 'baik', 'aplikasinya']","['moga', 'makin', 'baik', 'aplikasi']","['moga', 'aplikasi']","['moga', 'aplikasi']",moga aplikasi
521,521,Naufal Saad Musyaffa,1,2024-02-01 05:30:42,Daftar perlu verifikasi email. Tapi mana gak ada email masuk apapun sudah ditunggu lama. Mau daftar aja gak bisa gimana mau menggunakan aplikasinya,0,daftar perlu verifikasi email. tapi mana gak ada email masuk apapun sudah ditunggu lama. mau daftar aja gak bisa gimana mau menggunakan aplikasinya,daftar perlu verifikasi email  tapi mana gak ada email masuk apapun sudah ditunggu lama  mau daftar aja gak bisa gimana mau menggunakan aplikasinya,"['daftar', 'perlu', 'verifikasi', 'email', 'tapi', 'mana', 'gak', 'ada', 'email', 'masuk', 'apapun', 'sudah', 'ditunggu', 'lama', 'mau', 'daftar', 'aja', 'gak', 'bisa', 'gimana', 'mau', 'menggunakan', 'aplikasinya']","['daftar', 'perlu', 'verifikasi', 'email', 'tapi', 'mana', 'gak', 'ada', 'email', 'masuk', 'apa', 'sudah', 'tunggu', 'lama', 'mau', 'daftar', 'aja', 'gak', 'bisa', 'gimana', 'mau', 'guna', 'aplikasi']","['daftar', 'verifikasi', 'email', 'gak', 'email', 'masuk', 'tunggu', 'daftar', 'aja', 'gak', 'gimana', 'aplikasi']","['daftar', 'verifikasi', 'email', 'tidak', 'email', 'masuk', 'tunggu', 'daftar', 'saja', 'tidak', 'bagaimana', 'aplikasi']",daftar verifikasi email tidak email masuk tunggu daftar saja tidak bagaimana aplikasi
