,userName,score,at,content
595,Agung Hermansyah,5,2024-01-29 10:56:38,Proses verivikasinya lama
596,Hermansyah Channel,5,2024-01-29 08:11:00,Sangat mudah.
597,NORAZIZ TUBE,2,2024-01-29 07:59:55,Verifikasi tahap pendaftaran awal aja ga kekirim email 🥲
598,Sondanghjpurba Purba,5,2024-01-29 06:24:54,Maju terus Untuk Polri
599,Fattakh Faza Ababiel,1,2024-01-29 05:13:21,foto bagian pembuatan SKCK susah sekali. flash tidak bisa di matikan dan fotonya selalu blur
600,Meleli Buulolo,5,2024-01-29 04:45:41,Terimakasih 🙏
601,Anam DPUPR,2,2024-01-29 03:16:29,Proses aktivasi akun sulit
602,Ady Brandy,1,2024-01-29 02:33:30,Tidak bisa mengakses aplikasi Kepolisian tidak berniat mempermudah masyarakat.
603,Deas Pradana Dephe,1,2024-01-29 00:35:41,"lain kali kalo mao terlihat keren dan modern, berusaha jadi org pinter dulu. ini aplikasi blm siap tayang udh dikasih ke masyarakat. belajar dulu bikin aplikasi yg bener, baru di pamerin. mao verifikasi akun aja ga bisa2. gimana mao pake fitur2 nya. niat donwload buat bikin SKCK online jadi malah harus ttp ngisi data offline di polsek. kocak bener kalian seragam coklat"
604,Akhirul Andini,1,2024-01-29 00:33:30,kesel bnget sama aplikasinya waktu mau daftar gabisa terusss😀ini mempermudah atau memper sulit?
605,Layla Maulid,1,2024-01-28 23:16:31,"Ya Allah, susah banget buat daftar akun doang. Notifikasi email gaada yang masuk ke Emai yang dipake."
606,Bima Adityo,1,2024-01-28 14:59:18,"Aplikasi tolol gk guna, enakan web juga repottt"
607,Sahrul Alfiansyah,1,2024-01-28 12:22:55,Kode otp nya ga terkirim-kirim
608,Farida Hanim,2,2024-01-28 11:39:17,Aplikasinya kenapa gak bisa ngirim kode ke email ya ? Tolong dong diupdate lagi apknya. Susah bgt loh ini.
609,Ryu Cheng,1,2024-01-28 08:07:35,"Maaf ini aplikasi nya gimana ya? Saya mau daftar gak bisa! Minta kode verifikasi lewat email tidak ada pesan yang masuk sama sekali! Saya harus gimana? Kalau kode verifikasi tidak ada ya gak bisa daftar lah! Tolong lah ya, ini aplikasi di develop karena untuk mempermudah kan? Tapi malah mempersulit! Koneksi jaringan saya juga sudah bagus! Pakai wifi! Handphone juga sudah memadai! Ini bagaimana! Saya sebel! TOLONG SEGERA DI PERBAIKI!"
610,Dwiki Andiatmo,1,2024-01-28 07:54:40,Kenapa harus aplikasi. Bagus pakai website
611,Tri Subagiyo,3,2024-01-28 01:25:37,kenapa ya saya mau daftar ko susah banget ada ganguan di super app/internet anda bermasalah padahal sinyal kuat 1.2 mbps
612,Joseph Marthen,5,2024-01-28 00:55:30,"Applikasinya sangat membantu,bisa membantu memperpanjang SKCK, SIM, penggunaannya simple dan bisa santai dirumah, datang ke Polres setempat tinggal ambil dan ga perlu lama...Maju terus Polri"
613,Iskandar,5,2024-01-27 14:57:34,"penggunaan sangat mudah & berfungsi dgn baik, tinggal benahi system' pembayaran onlinenya agar bisa lebih cepat prosesnya"
614,emanuel ragu,1,2024-01-27 12:46:55,Dua kali hubungi admin karena apk eror jawabannya itu itu aja tapi tidak ada perbaikan pada apk nya. kecewa
615,Soni Arrahman,1,2024-01-27 09:02:28,"Melayani perpanjangan skck yg bikin pacar saya tapi di skck nya nama saya + jenis kelamin laki laki tapi foto perempuan, tolong lebih teliti lagi"
616,paul roesmijn,1,2024-01-27 08:31:23,"Super lemot², aplikasi dibuat untuk memudahkan dan menyingkat birokrasi yg berbelit"
617,Riko Ravli Rivaldi,1,2024-01-27 04:39:53,Mohon maaf izin bertanya fungsi pendaftaran SKCK online ini untuk apa ya kalau kita datang ke Polsek/polres masih tetap isi berkas & print out ini itu secara offline wkwk
618,Agung Haryono,1,2024-01-27 01:01:43,"Makin jelek aja ni pelayanan pembuatan skck kudu pake aplikasi , ribet bener ya ,daftar aja gx bisa , apalagi buat makin ancur aja negara , aplikasi sampah di dirilis"
619,Eno Al fatih,5,2024-01-26 15:13:56,Pak Kapolri tolong berantas judi online Apalagi yg nama nya rajawd777 yg gambar ayam itu situs aman sentosa udah laporan ke Kominfo via w.a Via aplikasi Via email Tetep az aman Gak tau tidak ada tindakan gak tau tim Kominfo nya terkena suap yg punya situs Bolak balik laporan masih az bergentayangan
620,Baharuddin Dg,3,2024-01-26 15:12:40,Kasih bintang 3 dulu soalnya belum mencoba
621,Fahriza arya Rizqi,5,2024-01-26 14:45:53,"aplikasinya mudah bgt di gunain, dan juga lumayan membantu untuk bikin surat-surat"
622,Nenden Yuli,1,2024-01-26 14:45:10,"Sudah berapa x tidaak bisa terdaftar ,"
623,Rizz,5,2024-01-26 11:44:47,"Aplikasi yang sangat berguna buat saya , yg Ui nya simple bermanfaat bgt buat ngecek² tentang kendaraan. Dan juga kita bisa isi survey. Mantap dah"
624,Asep Hadiyat,5,2024-01-26 11:11:02,Mantap apk sangat bagus mudah di gunakan
625,k Lorantina,3,2024-01-26 10:33:52,"cukup memudahkan pengurusan. tpi kurang memudahkan jika ganti perangkat. keamanannya sih bagus ya. tp pengguna akhirnya tidak bisa log in. mencoba menghubungi ""bantuan"" tidak kunjung ada jawaban. pada akhirnya harus urus manual hhmm"
626,Ardyan Prihantoro,5,2024-01-26 10:29:49,"Aplikasi yang sangat baguss.. Fitur lengkap dan mudah untuk digunakan, sangat membantu bagi pengguna yang ingin mengurus sim dan stnk secara online, mantap.."
627,Mighty Point,5,2024-01-26 09:56:22,"Aplikasi paling oke. Banyak fitur-fitur yang keren, penggunaan cukup mudah"
628,Muhamad Halim,2,2024-01-26 09:21:00,Aneh pas registrasi kok nik saya tidak di temukan padahal saya mengurus apapun pakai nik ini.saya ambil perumahan dan bikin rekening juga pakai nik yg sama.kok di apk ini tidak di temukan.aneh banget
629,iing arrizabalaga,1,2024-01-26 09:11:56,"Sudah berhasil bikin skck online, tapi pas mau cetak di polsek sesuai instruksi applikasi, kata perugas polseknya malah di suruh ke polres aja, helpdesknya gak ada respon terus😭 (polsek cibingbin) Ternyata kata helpdesk tidak semua polsek terkoneksi, tapi pas pengajuan masyarakat tidak di tolak di applikasi sehingga transaksi tetap di teruskan, meskipun dokumen akhirnya tidak bisa di cetak,, kemana tuh uangnya yg udah tertransaksi di applikasi Semoga berkah"
630,Eva Rostiana,5,2024-01-26 08:08:04,Pelayanannya mudahdan dapat difahami Sehingga tidak mempersulit kita dalam proses pendaftaran... Maju terus POLRI 👍👍👍👍👍
631,Adi Bambang Waskito,5,2024-01-26 07:24:05,"Sekarang sudah lebih baik kak, tapi untuk petugas lapangan, misal : untuk skck ternyata di Polsek tidak bisa karna tidak ada kewenangan sidik jari. ( saran) Lebih baik langsung penunjukan ke Polres saja"
632,Bahrudin 1309,1,2024-01-26 04:14:20,Verikasi lewat email lama bgt ga bisa
633,Syafaruddin Siregar,3,2024-01-26 04:08:30,Ini mah sama aj ngurus offline ceritanya.... Msh ngsisi berkas manual ... Bayarnya juga bukan 30 RB....tp 60 RB...bagian sidik jari 30 RB bagian admin skck 30 RB...
634,Danz_oi,1,2024-01-26 02:00:26,Kurang baik pelayanan nya ngegas tpi rada sopan untuk bales chat nya
635,popi Pratama,1,2024-01-25 16:31:23,"Aplikasi gak guna bukan malah mempermudah sama aja kaya manual.orang buat online itu biar mudah orang lg kerja,masa buat SKCK ONLINE Danteng ke poresta masih ngantri dan nunggu lagi. Aplikasi gk ada guna nya.polresta palembang."
636,linda ayu muslimah,4,2024-01-25 16:05:28,Cepat
637,Green Grass,4,2024-01-25 14:54:30,"Aplikasi bisa buat urus SIM jadi enggak perlu ribet lagi, STNK juga bisa. Fiturnya ringan sangat membantu"
638,Toh Siti,5,2024-01-25 14:48:12,"Terima kasih, aplikasi polri app. Sangatt membantu."
639,M. Puja Alif Budiman,1,2024-01-25 14:06:40,"JANGAN BAYAR ONLINE! Layanan paling bapuk dan bobrok! Aku urus SKCK online, sistem otomatis arahkan ke Polsek Tenayan Raya dan saya sudah melakukan pembayaran melalui BRIVA! Datang ke Polsek dibilang blanko kosong, akhirnya ke Polda Riau buat manual, lucunya pembayaran saya dianggap tidak sah oleh bagian pendaftaran SKCK, tidak bisa diakumulasikan ke Polda karena itu masuk ke rekening Polsek Tenayan Raya. Akhirnya dimintai bayar lagi 30rb tunai sama pihak pendaftaran."
640,Geo H,5,2024-01-25 13:50:16,"Aplikasi nya sangat bagus, sangat membantu saya, terlebih lagi dengan fitur fitur yang bisa diakses melalui jaringan online seperti ini, sangat rekomendasi. Apk sangat mudah digunakan"
641,Berlin Fitriani,5,2024-01-25 13:48:07,"Aplikasinya bagus sangat membantu mempermudah dalam hal yang berhubungan dengan kantor kepolisian , prosesnya juga jadi hemat waktu , sangat bermanfaat👍"
642,yehezkiel Tampubolon,5,2024-01-25 13:47:05,"Apk yang keren, dengan fitur fitur yang mudah untuk digunakan dan di akese"
643,nur falah syufa,5,2024-01-25 13:32:36,"Aplikasinya bagus banget, ngga perlu dateng ke kantor polisi buat urus SIM, tilang, pembuatan SKCK dan lain-lain"
644,Renaldi,5,2024-01-25 13:28:26,Apliksi ini sngt bermanfaat bgi msyrkt
645,Cahya Riana,5,2024-01-25 13:22:18,Apk sangat mudah di gunakan pitur ya pun ringgan wajib coba sii
646,Nur Abidah,5,2024-01-25 13:19:42,Aplikasi yang sangat membantu untuk keperluan membuat SKCK dan lain2 dan mudah diakses dimana aja
647,Mayno Fa,5,2024-01-25 12:27:22,"Baru aku donlot, aplikasinya sangat mudah digunakan apalagi bagi pemula seperti saya, fiturnya ringan, tapi sangat berkualitas pertahankan terus aplikasi polri dan terus maju sampai bisa dipakai banyak orang,"
648,Nur Halisa,5,2024-01-25 12:25:53,"Aplikasinya bagus, cepet di downloadnya karena gak makan banyak ruan penyimpanan gampang juga dipakainya, gampang mengerti"
649,Ahmad Tri,1,2024-01-25 12:14:52,"Seharusnya ngurus skck online di permudah bukan di persulit, sama aja ngurus skck online sama ofline ga ada bedanya, seharusnya di tambah fitur pengiriman lewat ekspedisi, bukan malah di suruh datang ke polres😠,padahal berkas sudah di isi di aplikasi, tapi pas datang di polres suruh bawa fc ktp,fc akta dll, apk belum sempurna jangan di rilis pak malah merugikan rakyat"
650,Haer Udin,4,2024-01-25 11:54:16,Mempermudah pelaksanaan tugas anggota polri
651,Solilokuii,5,2024-01-25 11:04:45,"Apk nya sangat mudah digunakan bisa buat Perpanjang SIM, pembayaran STNK, pengaduan masyarakat bisa lewat online di aplikasi aja mantep banget"
652,Alifia Yudha Nirbaya,1,2024-01-25 10:44:37,"Masih sering banyak errornya, mohon lebih dikembangkan kembali jika memang peruntukannya untuk mempermudah. Kalau banyak errornya ya sama aja ngg ads fungsinya"
653,Afik Budianto,5,2024-01-25 09:54:47,Terimakasih banyak polri.. Lapor online cepat di tanggapi dan di bantu sampai tuntas
654,Aisyyah Maga,4,2024-01-25 08:42:01,"Semoga kedepannya bisa ditambah metode pembayaran yg lain seperti e-money lain, jadi tidak cuma 1 saja biar lebih mempermudah"
655,Candra Apriana,1,2024-01-25 07:26:46,"Gangguan terus,baru isi data diri saja sudah gangguan terus masih belum matang apknya"
656,Imam Hambali,2,2024-01-25 05:27:28,Belum ada update terkait beberapa bug.
657,Aziz Yuda Ramdansyah,1,2024-01-25 04:35:31,"Aplikasi macam apa? Sering eror, maintenance pihak IT bagaimana ini?"
658,Reza Mahendra,1,2024-01-25 03:30:13,mau verifikasi login via email ga masuk-masuk udah di coba berkali-kali
659,Wanda Heryanto,3,2024-01-25 03:21:30,"Email sudah bener, pembayaran sudah dilakukan. Sampai kantor gak diterima karna gak ada barcode yg dikirim di email. Padahal sudah di berikan nomer registrasi dari aplikasi dan dipersilahlan datang. Wal hasil uang 30rb untuk SKCK diiklaskan. 😔 Email sudah bolak balik di refresh tapi tak kunjung masuk dari sup app."
660,poll kadot,4,2024-01-25 03:04:24,Mbuh baru coba
661,Stivano Soakalune,1,2024-01-25 00:45:16,Untuk verifikasi saja slow respon begitu. Di tunggu konfirmasi untuk verifikasi aja 1jam lebih itu pun harus telfon atmin
662,Infinix Smart4,1,2024-01-24 14:18:35,"Maaf saya kasih bintang 1 dikarenakan aplikasi terlalu ribet , dan bagi saya belum membantu sama sekali,dan untuk developernya tolong jangan diwajibkan langsung pakai flash untuk pendaftaran, karena bikin tambah susah untuk verifikasi KTP jadi gambarnya burem terus dan malah gak keliatan"
663,Heru Widikusnanto,1,2024-01-24 13:08:22,Saya pikir dengan aplikasi online akan memudahkan semuanya. Ternyata di Polsek disuruh nyerahin berkas fisik untuk pembuatan SKCK. Ini polri niat berbenah gak sih?
664,Santoni Sinaga,1,2024-01-24 11:16:55,"Awal cerita Mengurus skck online, pembayaran melalui tf brimo. Pertama dtg ke polrestabes mdn, diarahkan ke polsek domisili masing². Setelah dtg kepolsek mdn timur Malah byr lagi,kata petugas polseknya biaya tf dari brimo dlm pengurusan skck sudah expired(kadaluarsa) sudah melebihi tiga hari. App presisi tidak sikron dgn sistim dipolsek. 😡"
665,Muhammad Nur Ihsan,5,2024-01-24 10:33:24,"Apknya sangat mudah digunakan dan sangat mudah dimengerti,ukiran apknya sangat ringan,fitur fiturnya juga ringan,sangat membantu untuk membuat sim dan stnk, dan mudah untuk membuat laporan lainnya"
666,ENGKONG channel,1,2024-01-24 10:29:52,Tidak ada kepastian
667,Muhammad Rizky Prasetya Mulya,1,2024-01-24 10:15:30,"Kacau aplikasi nya, buat login aja ga bisa bisa karena kode otp nya ga dikirim kirim ke email pdhl udh di refresh terus tapi ga masuk masuk ampe berjam jam juga ga masuk masuk. minta kode otp lagi malah ga bisa juga disuruh nunggu 1jam"
668,Tio Derry,5,2024-01-24 08:58:44,""" Apknya ringan bangat pertahanin apk nya sampe dipake banyak orang"""
669,Elfa Thalib,5,2024-01-24 08:31:53,Ukuran aplikasi ringan tapi berkualitas
670,Sri Winarti,5,2024-01-24 08:29:06,"Aplikasi yg sangat mudah digunakan,d aplikasinya ringan,ukuran aplikasi ringan tapi berkualitas"
671,Fifi Winda,5,2024-01-24 08:26:07,Baru tau ada aplikasi kaya gini.. ada banyak info yg mudah dipahami dengan fitur ringan namun punya banyak manfaatnya.. pertahankan!
672,Liora Oktaviona,5,2024-01-24 08:23:49,"wah aplikasinya ringan tapi fiturnya lengkap dan mudah dipahami, untuk yang baru download tidak akan bingung tentang fiturnya karena penjelasannya sudah ada"
673,Andhika Ilham,5,2024-01-24 08:23:42,"Aplikasi yang sangat mudah digunakan dan bermanfaat, fitur ringan, ukuran apknya ringan dan berkualitas, pertahankan terus pak"
674,laily widyantari,5,2024-01-24 08:12:30,• APK sangat mudah digunakan • fitur ringan • ukuran apk ringan tapi berkualitas • pertahankan APK nya sampai dipake banyak orang
675,Yudi Aprianto,5,2024-01-24 07:46:35,Apk nya bagus banget cocok untuk kalian yang mau anti ribet bisa juga memperpanjang sim
676,Tazkiyatul Maula,5,2024-01-24 07:44:03,Aplikasinya sangat mudah digunakan.. fiturnya jg ringan..pertahankan apk nya sampe dipake banyak orang 👍
677,Cheri Tri,5,2024-01-24 07:27:14,Untuk apk ringan dan berkualitas banget siii rekomendasi
678,Deden Kurniawan,1,2024-01-24 07:24:19,Bukannya membantu malah menyulitkan
679,Jastika Masyitha Gusyam,1,2024-01-24 06:50:42,"Tidak jelas, mau buat SKCK erorr terus. Padahal syaratnya sudah dipenuhi dan jaringan stabil"
680,Rinaldi Bkl,5,2024-01-24 05:44:10,Bagus dan sangat berguna
681,Kaliwungu City,1,2024-01-24 04:03:03,Aplikasi bodo
682,herlan gigin,1,2024-01-24 02:10:58,"mo daftar aja ga bisa yaallah, email verifikasi ga masuk masuk ke email yg dipakai. gimana mo pake aplikasi yg Super App ini? kalo masalah sinyal, berarti saya gabisa kirim komentar ini. apalagi download, kalo salah email itu saya udh coba beberapa email. gada yg masuk blas emailnya. baru itu aja masalah saya sekarang, gabisa daftar"
683,Imam Mulki Syihab,1,2024-01-24 00:47:44,Sangat tidak membantu
684,Sulhanhidayat Ms,1,2024-01-23 21:18:07,aplikasi buat sekelas instansi polri menurut saya kurang layak untuk di gunakan bukan pelayanan offline ajah yg kurang baik/ online nya pun sama tolong di perbaiki lagi
685,Rabbit Fox,5,2024-01-23 19:35:58,"Pelayanan nomor 1, mudah dan cepat. Membuat SKCK 1/2 jam langsung jadi. Biaya sudah tertera, tanpa pungli."
686,Rina Widia,5,2024-01-23 16:34:12,Aplikasi nya sangat bagus dan sangat mudah di pahami
687,Dody Gozali,1,2024-01-23 16:26:54,DAFTAR SKCK TIDAK BISA SUDAH DI UPLOAD SEMUA DATA SELALU DI TULIS HARUS SESUAI KTP padahal semua sudah sesuai gak jelas appnya gak membantu
688,sholih 87,5,2024-01-23 14:22:51,Terbaik
689,erlangga,5,2024-01-23 13:58:36,membantu sekali untuk meninjau STNK
690,Dea Anggun Septiani,1,2024-01-23 11:34:45,"Saya kira dh adanya aplikasi ini bisa mempermudah pengurusan berkas2 dh posisi lagi merantau dan bisa diambil dg diwakilkan tapi tadi siang Kaka saya ke Polsek setempat dan konfirmasi, eh katanya ttep suruh bawa berkas2nya mna harus nyertain KTP asli pdhl kan KTP asli disy posisi diperantauan ilok saya kirim KTP asli sy ke rumah trs dirantauan ga pegang KTP, mna. Suruh bayar lagi Ini gimana sih"
691,Farel Yo,5,2024-01-23 11:31:35,Aplikasi sangat mengedukasi sekali buruan unduh ni aplikasi
692,Mohamad Agung Setiawan,1,2024-01-23 11:16:17,"Udah proses perpanjangan sim bayar tes seminggu lebih eh ditolak kesalahan foto uangnya cuma balik setengahnya. Tes psikologi yang 48.500 tidak kembali. itu jg di potong admin parah korupsi nya,asli parah ga ikhlas banget"
693,Alfin Gaming,5,2024-01-23 11:07:42,"Aplikasi yang sangat membantu bagi masyarakat,fitur fiturnya juga sangat mendukung,pokoknya recommended banget ini aplikasi."
694,eska blue,5,2024-01-23 10:49:45,"Aplikasinya sangat bagus,tidak ada bug,dan sangat berguna."
695,Adit 1122,5,2024-01-23 10:16:55,"Aplikasi nya mudah digunakan dan sangat bermanfaat , fitur fitur nya juga lengkap"
696,Naydra Zunaira,5,2024-01-23 10:11:57,"Aplikasi yang sangat membantu, mudah ga ribet dan fitur lengkap"
697,Ageng Jaya,5,2024-01-23 10:11:43,"Aplikasi nya bagus buat urus sim , ukuran nya juga kecil gak besar² banget jadi lumayan lah gak makan penyimpanan banyak banyak"
698,Melly Elsiana,5,2024-01-23 10:04:49,"Yang mau urus² SIM dan STNK apk ini membantu banget, fitur yang lengkap dan ga ribet, sangat membantu pengguna👍"
699,Roly Aprilian,3,2024-01-23 10:00:05,"Saya melalukan pembuatan skck di aplikasi ini bulan lalu, tapi hari ini saya cek lagi, tidak ada riwayat transaksi saya"
700,Irpan Ardiansyah,5,2024-01-23 09:54:50,"Aplikasi yang sangag membantu ,fitur fitur nya lengkap sekali"
701,RISKI 01,5,2024-01-23 09:40:39,Aplikasi berjalan dengan baik dan lancar
702,yahya Radrinata,5,2024-01-23 09:16:18,Sangat direkomendasikan sekali menggunakan aplikasi ini karena fiturnya lengkap dan tidak ribet disaat ingin membuat surat skck dan surat sim juga.......
703,Musa Aldrinta,5,2024-01-23 09:11:21,Aplikasi yang sangat berguna untuk mengurus saat membuat surat kendaraan lewat online...
704,Rangga Afriansyah,5,2024-01-23 09:00:22,Apk nya mantap buat laporan cepat lgi di responnya
705,Odon Odon,5,2024-01-23 08:52:28,Aplikasi ini sangat bagus untuk di gunakan untuk ke penting gan sendiri dan aplikasi ini sangat bagus untuk keselamatan kita
706,nataliaa jiaa,5,2024-01-23 08:28:52,"Waw apk nya sangat amat membantu pak apa lgi untuk anak muda seperti saya, klu mau urus sim atau perpanjangan STNK bisa lewat online seperti skrng ini. Dan apk nya juga ram nya kecil jdi g bikin memori penuh"
707,yolanda jessica,5,2024-01-23 08:18:55,Apk ini sangat membantu sekali bagi orang orang
708,Daffa Adriansah,5,2024-01-23 08:16:34,apk yang sangat membantu dan anti ribet buat memperpanjang STNK atau buat SIM sangat mudah
709,Pavo Firdaus,5,2024-01-23 08:08:28,Aplikasinya rekomended banget skrng ga perlu cape cape lagi ke samsat cukup di aplikasi ini perpanjangan stnk bisa terperoses
710,Teguh Yulianto,1,2024-01-23 07:54:04,Gajelas aplikasi udah emailnya bener sama password.a bner malah gabisa login gajelas
711,Mamah Ayu,5,2024-01-23 07:27:40,Sangat keren aplikasi nyaa dan ringan jugaa apalagi fitur nya bagus bagus buat urus SIM atau STNK juga sangat mudah banget ga ribet juga recommended banget
712,Nahen Bane,5,2024-01-23 06:51:23,"Saya beri lima bintang karna saya puas 👍pengurusan lebih mudah,praktis dan SKCK nya tinggal ambil di POLRES,.pokoknya mantap❤️❤️❤️"
713,Virgi Sinulingga,5,2024-01-23 06:31:24,"ngebantu bgt buat sy bikin stnk dan sim pengerjaannya cepat.. , bisa melaporkan juga responnya juga sangat cepat dan baik , thanks polri app"
714,Galih Gito Saputra V#103,1,2024-01-23 06:02:07,"Jelek banget lelet aplikasinya ini sayaa suruh pembaharuan data sedangkan sim.udah mau habis, belum acc udah pembahruan data ko masih belum perbaharui lelelt bangt harusnya ada pertanggung jawaban nya nih buat sepertininj"
715,Deni Rustiawan,5,2024-01-23 05:10:15,Sangat membantu
716,Chi wanderer 33,1,2024-01-23 03:49:44,"Pelayanan di polsek cikarang selatan buruk. Gak sesuai aplikasi persyaratan. Udah ktp sini tetep aja harus pake keterangan dari desa, dan gak ada akte aja harus bawa dulu potocopian nya , padahal ada pengganti nya buku nikah,ijasah, gak sesuai di aplikasi. Emang polisi bukan membantu malah bikin orang nambah susah , udah jauh2 dateng pake grab ehh se enak nya suruh balik lagi ,, semoga allah balas semua nya . Polisi lebih canggih kalo semisal saya ada tindak pidana , kenapa harus ke desa segala"
717,ilham mustaqim,1,2024-01-23 03:09:43,"aplikasi buruk banget, mau verifikasi data selalu ga bisa"
718,sri rahma sari,3,2024-01-23 02:36:14,RESPON PERCAKAPAN CUKUP LAMA
719,Ferina Vita,1,2024-01-23 01:16:33,"Sumpah kesel banget deh percuma bikin aplikasi klo ga bisa digunain, mending yang web kemarin lebih gampang. Klo kayak ini malah memepersulit yang pada merantau"
720,Risan Dyako,5,2024-01-22 23:38:06,Good
721,Andik Arsyam,1,2024-01-22 23:18:58,ku kira mempermudah ternyata sama aja ngurus dokumen harus melengkapi perayaratan secara fisik percuma buat aplikasi online
722,ranola channel,1,2024-01-22 17:29:23,"Uda done daftar d aplikasi, tp harus ngulang daftar di lokasi, mabes polri"
723,Asca GT,1,2024-01-22 15:03:52,"Tolong dibalas ya min, saya mengalami kendala. Saya membuat Skck online diapk polri ini san saya sudah memasukkan semua data dan sedang menunggu verifikasi. Nah pas saya lagi nungguin verifikasi tiba-tiba saya kembali ke awal pendaftaran membuat akun terus saya mau masuk ke akun tadi malah gak bisa, padahal no,email,pw semuanya sudah benar tapi tetap tidak bisa login lagi. Mohon kepada admin menjawab komen ini karena saya mau bikin skck segera🙏"
724,Muh Sudarsono,5,2024-01-22 15:02:39,Semoga aplikasi ini terus membawa manfaat bagi penggunanya
725,Alif Alabiyi,5,2024-01-22 14:56:30,yang mau masuk polri lewat online recommended disini gampang di pahami apk nya juga
726,Doddy Y,5,2024-01-22 14:28:07,"Buat SKCK sekarang jadi gampang banget, lebih mudah dari aplikasi dan super praktis"
727,Suci Amelia,5,2024-01-22 12:35:23,Aplikasinya bagus
728,Rekt Star,5,2024-01-22 12:30:22,Aplikasi yang berguna mantap
729,Muhammad Akrom,5,2024-01-22 12:11:26,"pengurusan bikin sim cepat, tanpa nunggu waktu yang lama"
730,Geraldy Siahaan,5,2024-01-22 12:09:12,Bagus nih aplikasi berguna banget
731,Muh Fahri,5,2024-01-22 12:07:44,Apliksi sngt memabntu warga good job polri
732,Ramelya_,5,2024-01-22 11:40:46,"Adanya apk ini buat ngurus perpanjang SIM, SKCK jadi lebih mudah..Lebih menghemat waktu..Ga perlu lagi antri lama²..Untuk syarat²nya juga gampang buat di upload di apknya ✨✨"
733,Gabriel Siahaan,5,2024-01-22 11:17:28,Bagus dan penting banget sih ini aplikasi
734,Channel 1774,5,2024-01-22 11:14:21,Apliksi yg sngt membntu msykt trima ksih polri telah memberikan pelayanan yg terbaik kpda msyrkt
735,Axel Saputra,5,2024-01-22 10:24:05,"Aplikasinya bagus sangat membantu bagi saya, semoga kedepannya di kembangkan lagi."
736,Aldi Bela,5,2024-01-22 10:07:25,aplikasi bagus mengurus apa apa jadi mudah tidak boros kouta dan jangan membantu
737,Mbah Ir,5,2024-01-22 09:55:23,"Aplikasi ini sangat membantu saya untuk mengurus stnk dan ktp,tampilan fitur mudah digunakan"
738,Bahtiar Afandi,3,2024-01-22 09:26:24,"Untuk sementara ini saya kasih reting tengah aja soalnya baru pasang dan belum mencoba aplikasinya baru isi data saja lumayan mudah dan lancar, tapi sayang untuk STNK dan SIM hanya sebagian data saja yang di munculkan tidak di munculkan foto STNK sama Foto SIM nya"
739,MIftahul Huda,2,2024-01-22 09:10:22,"Untuj skck, Pengambilan langsung ke polsek terdekat tidak bisa, katanya bukan wewenangnya, padahal jelas jelas d aplikasi sudah tertera kalo bisa d ambil d polsek tedekat dari alamat sesuai ktp. Polsek waru, sidoarjo"
740,Epan Oxs,5,2024-01-22 09:09:50,Aplikasi nya bagus dan sangat membantu
741,Adib Kurniawan,5,2024-01-22 08:03:34,Buat foto ktp sudah jeles tapi tidak jelas
742,deny setya,5,2024-01-22 07:21:14,"Kereeeen, app ini sangat membantu memberikan kemudahan luar biasa dalam menangani surat-surat, dengan tampilan antarmuka yang stylish dan modern. Prosesnya cepat dan efisien, menjadi pilihan yang sangat praktis untuk menyelesaikan urusan surat-surat."
743,Anindia Rahma,5,2024-01-22 05:09:12,"Aplikasi ini sangat membantu dan mempermudah pembuatan skck, oke juga untuk mengatasi permasalahan surat, makin stabil juga app nya mungkin cuma masih ada bug atau kendala kecil ajaa"
744,ADHELIA INDAH RAHMAWATI,5,2024-01-22 04:59:25,Pembuatan SKCK semakin mudah dengan aplikasi ini dan pembuatan surat juga mudah tinggal isi data data saja
745,Mega Maulida Erwana,5,2024-01-22 04:19:42,"Apk yang sangat membantu untuk membuat surat-surat apalagi untuk pembuatan skck jadi lebih mudah, cepat, dan praktis. Apk juga semakin stabil walaupun kadang masih ada sedikit bug tapi okelah, semoga secepatnya bisa diperbaiki agar bug tidak menggangu dan lebih stabil lagi"
746,Tiara Tiara,1,2024-01-22 03:57:31,"Sya bikin SKCK,,masih d pingpong kata petugas SKCK klau aplikasi belum jelas,, bagaimana dong,,ini aplikasi presisi polri untuk apa sebenarnya,,TDK jelas bikin SKCK untuk sisah cetak malah d pingpong kiri kanan saja Polres Jeneponto"
747,Kusuma Malabi,5,2024-01-22 03:36:21,"Verifikasi online STNK tidak ada kendala apapun, terutama saat proses upload dokumen. Pengambilan foto juga mudah, dibandingkan aplikasi lain yang seringkali bermasalah karena pencahayaan. Semoga kedepannya pelayanan polri menjadi lebih baik lagi."
748,Aldo Mayondra,4,2024-01-22 03:10:39,"Aplikasi nya bagus, sangat membantu saya, dimana bisa diakses online dengan mudah melalui aplikasi ini, sangat rekomendasi"
749,Bang Zhae,1,2024-01-22 02:53:46,Pelayanan gak ada sama sekali
